7655531,57104,3,2020-04-02,7,2020-04-06,2020-04-26,4233.85
7655532,57112,4,2020-04-04,8,2020-04-09,2020-04-26,4845.0
7655533,57132,5,2020-04-05,8,2020-04-15,2020-04-19,3705.0
7655534,57108,6,2020-04-05,8,2020-04-09,2020-04-28,80128.0
7655535,57139,3,2020-04-06,4,2020-04-16,2020-04-22,5899.0
7655536,57138,4,2020-04-06,4,2020-04-09,2020-04-20,41888.0
7655537,57113,6,2020-04-09,8,2020-04-14,2020-04-17,56068.0
7655538,57107,4,2020-04-10,3,2020-04-14,2020-05-03,15779.0
7655539,57113,4,2020-04-10,5,2020-04-20,2020-05-08,11651.0
7655540,57108,4,2020-04-12,1,2020-04-17,2020-04-25,14498.0
7655541,57138,5,2020-04-14,6,2020-04-23,2020-05-05,1314.0
7655542,57090,3,2020-04-15,4,2020-04-22,2020-05-05,14005.45
7655543,57149,4,2020-04-15,7,2020-04-20,2020-05-03,54861.0
7655544,57123,5,2020-04-17,2,2020-04-23,2020-05-09,13216.0
7655545,57120,4,2020-04-17,2,2020-04-23,2020-05-03,1910.0
7655546,57131,4,2020-04-18,4,2020-04-28,2020-04-29,12409.0
7655547,57160,4,2020-04-19,6,2020-04-26,2020-05-07,15575.0
7655548,57135,3,2020-04-20,4,2020-04-29,2020-05-07,4146.3
7655549,57144,6,2020-04-20,5,2020-04-21,2020-04-30,24282.0
7655550,57131,3,2020-04-22,3,2020-04-25,2020-05-15,20632.05
7655551,57150,1,2020-04-23,5,2020-04-27,2020-05-05,6111.0
7655552,57091,4,2020-04-24,8,2020-04-25,2020-05-14,960.0
7655553,57127,5,2020-04-26,3,2020-05-05,2020-05-23,11340.0
7655554,57089,3,2020-04-27,6,2020-04-29,2020-05-10,20439.1
7655555,57135,4,2020-04-27,4,2020-05-05,2020-05-22,16957.0
7655556,57160,3,2020-04-28,3,2020-05-06,2020-05-17,15128.3
7655557,57166,4,2020-04-29,3,2020-05-06,2020-05-10,32277.0
7655558,57145,6,2020-04-29,1,2020-05-02,2020-05-03,19422.0
7655559,57157,4,2020-05-01,6,2020-05-06,2020-05-25,27427.0
7655560,57110,3,2020-05-01,4,2020-05-04,2020-05-05,6669.95
7655561,57172,4,2020-05-03,2,2020-05-12,2020-05-16,7055.0
7655562,57133,5,2020-05-03,8,2020-05-05,2020-05-20,23571.0
7655563,57125,4,2020-05-03,4,2020-05-06,2020-05-16,3348.0
7655564,57081,4,2020-05-05,6,2020-05-06,2020-05-21,8034.0
7655565,57142,4,2020-05-06,2,2020-05-13,2020-06-01,21922.0
7655566,57143,4,2020-05-07,4,2020-05-17,2020-05-20,278.0
7655567,57086,3,2020-05-08,6,2020-05-18,2020-05-24,5292.95
7655568,57136,4,2020-05-09,3,2020-05-11,2020-05-31,9354.0
7655569,57082,6,2020-05-09,8,2020-05-10,2020-05-12,5401.0
7655570,57084,6,2020-05-10,2,2020-05-16,2020-05-24,17685.0
7655571,57160,5,2020-05-10,6,2020-05-18,2020-05-23,42981.0
7655572,57125,4,2020-05-10,8,2020-05-11,2020-05-20,960.0
7655573,57179,6,2020-05-13,1,2020-05-14,2020-05-26,15050.0
7655574,57158,5,2020-05-13,1,2020-05-15,2020-05-16,26015.0
7655575,57117,4,2020-05-13,3,2020-05-15,2020-05-26,24659.0
7655576,57158,6,2020-05-14,5,2020-05-16,2020-06-02,61072.0
7655577,57105,6,2020-05-16,2,2020-05-26,2020-06-13,28359.0
7655578,57117,5,2020-05-17,5,2020-05-20,2020-06-01,84939.0
7655579,57176,4,2020-05-17,1,2020-05-19,2020-06-05,2834.0
7655580,57144,4,2020-05-17,6,2020-05-22,2020-06-09,18785.0
7655581,57157,5,2020-05-17,1,2020-05-18,2020-06-07,30666.0
7655582,57085,6,2020-05-17,8,2020-05-25,2020-05-28,11122.0
7655583,57095,5,2020-05-17,2,2020-05-27,2020-06-16,10111.0
7655584,57177,4,2020-05-17,2,2020-05-25,2020-05-29,36870.0
7655585,57137,4,2020-05-18,7,2020-05-24,2020-06-05,38466.0
7655586,57169,4,2020-05-18,5,2020-05-25,2020-06-04,8985.0
7655587,57147,4,2020-05-18,5,2020-05-21,2020-06-05,5190.0
7655588,57091,4,2020-05-19,2,2020-05-21,2020-05-24,9345.0
7655589,57103,4,2020-05-19,7,2020-05-21,2020-06-01,68182.0
7655590,57094,3,2020-05-19,3,2020-05-20,2020-05-23,9399.3
7655591,57125,4,2020-05-20,8,2020-05-30,2020-06-11,5211.0
7655592,57152,4,2020-05-22,5,2020-05-24,2020-06-06,5785.0
7655593,57091,3,2020-05-22,7,2020-05-31,2020-06-15,5193.5
7655594,57137,4,2020-05-23,4,2020-05-26,2020-06-13,3165.0
7655595,57176,2,2020-05-23,2,2020-05-25,2020-05-29,4864.0
7655596,57158,4,2020-05-24,7,2020-06-03,2020-06-12,10024.0
7655597,57172,4,2020-05-25,1,2020-05-26,2020-06-15,47368.0
7655598,57145,4,2020-05-26,6,2020-05-28,2020-06-11,417.0
7655599,57123,5,2020-05-26,2,2020-06-04,2020-06-13,71265.0
7655600,57110,6,2020-05-27,6,2020-06-01,2020-06-18,8788.0
7655601,57141,2,2020-05-28,1,2020-06-04,2020-06-19,18121.0
7655602,57097,4,2020-05-28,3,2020-06-03,2020-06-21,24976.0
7655603,57132,5,2020-05-29,1,2020-05-30,2020-06-07,11780.0
7655604,57106,2,2020-05-30,2,2020-06-06,2020-06-14,4375.0
7655605,57103,4,2020-06-01,1,2020-06-11,2020-06-19,27391.5
7655606,57101,4,2020-06-01,4,2020-06-02,2020-06-18,259.2
7655607,57103,4,2020-06-01,6,2020-06-07,2020-06-13,17739.0
7655608,57153,4,2020-06-02,3,2020-06-06,2020-06-24,6480.0
7655609,57153,3,2020-06-03,7,2020-06-12,2020-06-26,20701.0
7655610,57164,4,2020-06-03,7,2020-06-13,2020-06-28,26028.0
7655611,57119,3,2020-06-03,5,2020-06-06,2020-06-23,3902.0
7655612,57170,5,2020-06-04,7,2020-06-06,2020-06-07,3209.0
7655613,57110,6,2020-06-04,7,2020-06-14,2020-06-29,46156.0
7655614,57090,3,2020-06-04,5,2020-06-12,2020-06-19,29491.0
7655615,57147,5,2020-06-04,6,2020-06-12,2020-06-14,13311.0
7655616,57105,5,2020-06-04,3,2020-06-11,2020-06-26,37365.0
7655617,57089,3,2020-06-05,6,2020-06-06,2020-06-20,16532.0
7655618,57139,3,2020-06-05,6,2020-06-07,2020-06-26,9859.0
7655619,57193,6,2020-06-06,6,2020-06-11,2020-06-15,29096.0
7655620,57110,4,2020-06-06,2,2020-06-07,2020-06-18,15489.9
7655621,57143,6,2020-06-07,3,2020-06-09,2020-06-27,13850.0
7655622,57125,4,2020-06-07,8,2020-06-12,2020-06-20,16571.7
7655623,57187,4,2020-06-09,3,2020-06-10,2020-06-11,45315.9
7655624,57171,4,2020-06-09,4,2020-06-19,2020-07-06,10777.5
7655625,57186,3,2020-06-09,7,2020-06-13,2020-06-16,2812.0
7655626,57081,4,2020-06-10,6,2020-06-18,2020-06-21,9703.8
7655627,57204,1,2020-06-10,3,2020-06-13,2020-06-28,24156.9
7655628,57167,4,2020-06-10,6,2020-06-15,2020-06-25,24069.6
7655629,57166,4,2020-06-11,3,2020-06-16,2020-06-18,26514.0
7655630,57181,4,2020-06-12,2,2020-06-16,2020-07-03,2185.2
7655631,57088,4,2020-06-13,5,2020-06-17,2020-06-21,2900.7
7655632,57167,5,2020-06-13,3,2020-06-20,2020-07-04,2205.0
7655633,57174,4,2020-06-14,1,2020-06-20,2020-07-08,26424.9
7655634,57107,4,2020-06-14,8,2020-06-17,2020-07-01,13528.8
7655635,57205,4,2020-06-15,6,2020-06-18,2020-07-07,33689.7
7655636,57151,5,2020-06-16,8,2020-06-18,2020-06-24,34934.0
7655637,57163,4,2020-06-16,4,2020-06-23,2020-07-11,15411.6
7655638,57205,4,2020-06-16,8,2020-06-20,2020-07-05,6278.4
7655639,57152,4,2020-06-16,6,2020-06-21,2020-06-27,21927.6
7655640,57142,3,2020-06-17,3,2020-06-21,2020-06-22,3961.0
7655641,57181,4,2020-06-19,8,2020-06-20,2020-06-23,52723.8
7655642,57157,4,2020-06-19,3,2020-06-24,2020-06-25,1439.1
7655643,57126,4,2020-06-19,2,2020-06-21,2020-07-06,19111.5
7655644,57106,4,2020-06-20,2,2020-06-23,2020-06-29,6489.0
7655645,57125,2,2020-06-20,8,2020-06-28,2020-07-14,47342.0
7655646,57193,4,2020-06-21,7,2020-06-22,2020-06-26,7444.8
7655647,57210,4,2020-06-21,8,2020-06-22,2020-07-11,24164.1
7655648,57120,6,2020-06-22,6,2020-06-24,2020-06-27,18521.0
7655649,57099,4,2020-06-22,8,2020-06-23,2020-06-30,55661.4
7655650,57175,4,2020-06-22,3,2020-06-29,2020-07-10,18222.3
7655651,57131,4,2020-06-24,5,2020-07-02,2020-07-21,73576.8
7655652,57200,5,2020-06-25,8,2020-07-02,2020-07-07,30359.0
7655653,57127,5,2020-06-25,1,2020-07-04,2020-07-18,8918.0
7655654,57209,3,2020-06-25,6,2020-06-29,2020-07-17,28455.0
7655655,57141,4,2020-06-26,2,2020-07-03,2020-07-06,21115.8
7655656,57173,3,2020-06-26,7,2020-06-27,2020-07-10,11329.0
7655657,57165,3,2020-06-27,5,2020-07-01,2020-07-04,36306.0
7655658,57119,4,2020-06-27,8,2020-07-03,2020-07-14,3808.8
7655659,57204,6,2020-06-27,6,2020-06-29,2020-07-13,13002.0
7655660,57205,4,2020-06-28,5,2020-07-02,2020-07-10,13954.5
7655661,57090,4,2020-06-29,6,2020-07-05,2020-07-10,10655.1
7655662,57161,6,2020-06-29,2,2020-07-01,2020-07-02,35544.0
7655663,57158,4,2020-06-30,7,2020-07-06,2020-07-18,5829.3
7655664,57214,5,2020-06-30,5,2020-07-07,2020-07-23,11840.0
7655665,57168,4,2020-07-01,4,2020-07-04,2020-07-20,35150.4
7655666,57088,1,2020-07-01,1,2020-07-06,2020-07-19,500.0
7655667,57115,3,2020-07-01,5,2020-07-11,2020-07-27,400.0
7655668,57087,4,2020-07-02,7,2020-07-05,2020-07-20,1323.0
7655669,57156,4,2020-07-02,6,2020-07-06,2020-07-16,39172.5
7655670,57111,4,2020-07-03,7,2020-07-07,2020-07-20,14835.6
7655671,57199,4,2020-07-04,3,2020-07-09,2020-07-11,23402.7
7655672,57172,3,2020-07-05,8,2020-07-11,2020-07-25,22459.0
7655673,57117,6,2020-07-05,7,2020-07-07,2020-07-26,7755.0
7655674,57175,6,2020-07-05,3,2020-07-09,2020-07-24,22240.0
7655675,57199,4,2020-07-06,1,2020-07-16,2020-08-04,6086.7
7655676,57178,3,2020-07-07,1,2020-07-17,2020-07-28,2604.0
7655677,57125,6,2020-07-08,6,2020-07-16,2020-07-29,31545.0
7655678,57205,6,2020-07-08,4,2020-07-09,2020-07-20,20916.0
7655679,57198,4,2020-07-08,7,2020-07-12,2020-07-26,11113.2
7655680,57096,3,2020-07-08,8,2020-07-09,2020-07-27,8716.0
7655681,57098,4,2020-07-09,4,2020-07-19,2020-08-06,2295.0
7655682,57145,3,2020-07-09,5,2020-07-10,2020-07-11,23956.0
7655683,57152,4,2020-07-09,3,2020-07-16,2020-07-21,1953.0
7655684,57191,6,2020-07-10,4,2020-07-11,2020-07-23,8204.0
7655685,57088,4,2020-07-10,4,2020-07-11,2020-07-28,6479.1
7655686,57212,5,2020-07-11,2,2020-07-13,2020-07-23,9582.0
7655687,57213,3,2020-07-11,1,2020-07-14,2020-07-25,33364.0
7655688,57101,4,2020-07-12,1,2020-07-15,2020-07-20,2615.4
7655689,57082,3,2020-07-12,1,2020-07-15,2020-08-01,68614.0
7655690,57166,4,2020-07-13,5,2020-07-15,2020-07-17,4509.9
7655691,57186,4,2020-07-14,1,2020-07-20,2020-07-22,21196.8
7655692,57179,3,2020-07-14,2,2020-07-16,2020-07-23,32852.0
7655693,57092,4,2020-07-14,5,2020-07-20,2020-08-08,22071.6
7655694,57194,4,2020-07-15,3,2020-07-18,2020-08-02,38170.8
7655695,57141,4,2020-07-15,6,2020-07-25,2020-07-30,10359.0
7655696,57093,6,2020-07-15,7,2020-07-24,2020-08-03,40127.0
7655697,57185,4,2020-07-17,1,2020-07-22,2020-08-02,23400.9
7655698,57111,6,2020-07-18,3,2020-07-26,2020-08-15,29741.0
7655699,57210,5,2020-07-19,8,2020-07-22,2020-07-24,7987.0
7655700,57191,4,2020-07-19,7,2020-07-28,2020-08-07,2319.3
7655701,57111,4,2020-07-19,1,2020-07-21,2020-08-08,14319.0
7655702,57220,3,2020-07-19,5,2020-07-22,2020-08-10,11673.0
7655703,57176,6,2020-07-19,7,2020-07-23,2020-08-02,758.0
7655704,57091,4,2020-07-20,6,2020-07-24,2020-08-05,4809.6
7655705,57204,4,2020-07-20,7,2020-07-30,2020-08-17,24993.9
7655706,57210,2,2020-07-21,1,2020-07-25,2020-07-26,3500.0
7655707,57129,5,2020-07-22,1,2020-07-24,2020-08-03,21637.0
7655708,57141,3,2020-07-23,8,2020-07-26,2020-07-27,23041.0
7655709,57135,4,2020-07-23,2,2020-07-26,2020-08-08,7308.0
7655710,57098,4,2020-07-23,3,2020-07-31,2020-08-12,13270.5
7655711,57158,5,2020-07-23,3,2020-07-29,2020-08-01,11356.0
7655712,57096,3,2020-07-24,8,2020-07-30,2020-08-01,18909.0
7655713,57110,4,2020-07-25,2,2020-07-26,2020-08-11,7942.5
7655714,57096,4,2020-07-25,6,2020-07-27,2020-08-09,8227.8
7655715,57192,4,2020-07-26,5,2020-08-02,2020-08-05,11646.0
7655716,57108,3,2020-07-26,7,2020-07-28,2020-08-15,14956.0
7655717,57210,6,2020-07-26,1,2020-07-29,2020-08-08,55551.0
7655718,57141,3,2020-07-27,6,2020-07-29,2020-08-05,7990.0
7655719,57221,4,2020-07-27,3,2020-08-04,2020-08-14,3617.1
7655720,57158,4,2020-07-27,5,2020-08-03,2020-08-15,21129.3
7655721,57122,5,2020-07-27,8,2020-07-31,2020-08-18,11632.0
7655722,57087,4,2020-07-28,8,2020-08-01,2020-08-04,16227.9
7655723,57101,5,2020-07-29,1,2020-08-03,2020-08-20,652.0
7655724,57218,4,2020-07-29,1,2020-07-31,2020-08-04,6015.6
7655725,57081,3,2020-07-29,3,2020-08-08,2020-08-09,5698.0
7655726,57171,3,2020-07-29,4,2020-07-31,2020-08-14,19063.0
7655727,57206,4,2020-07-29,8,2020-07-31,2020-08-17,19273.5
7655728,57092,5,2020-07-30,6,2020-07-31,2020-08-03,36084.0
7655729,57199,6,2020-07-31,6,2020-08-03,2020-08-14,1425.0
7655730,57146,5,2020-07-31,1,2020-08-01,2020-08-10,20883.0
7655731,57120,4,2020-08-01,6,2020-08-06,2020-08-11,6016.5
7655732,57214,5,2020-08-01,2,2020-08-05,2020-08-12,23843.0
7655733,57132,4,2020-08-01,7,2020-08-07,2020-08-23,13176.0
7655734,57101,4,2020-08-02,4,2020-08-05,2020-08-09,21012.3
7655735,57146,4,2020-08-02,6,2020-08-11,2020-08-15,5400.0
7655736,57141,5,2020-08-02,4,2020-08-11,2020-08-19,16623.0
7655737,57108,6,2020-08-03,4,2020-08-07,2020-08-10,7538.0
7655738,57096,4,2020-08-04,3,2020-08-14,2020-08-24,10745.1
7655739,57172,3,2020-08-05,1,2020-08-14,2020-08-25,21885.0
7655740,57155,5,2020-08-05,5,2020-08-06,2020-08-24,1792.0
7655741,57111,3,2020-08-05,6,2020-08-06,2020-08-17,8278.0
7655742,57141,3,2020-08-06,1,2020-08-14,2020-08-20,7321.0
7655743,57187,3,2020-08-06,8,2020-08-11,2020-08-17,13664.0
7655744,57190,4,2020-08-06,5,2020-08-12,2020-08-23,20833.2
7655745,57182,3,2020-08-08,1,2020-08-09,2020-08-27,4177.0
7655746,57137,5,2020-08-09,7,2020-08-16,2020-08-30,13782.0
7655747,57155,4,2020-08-09,2,2020-08-15,2020-08-16,918.0
7655748,57086,6,2020-08-09,4,2020-08-14,2020-08-19,24510.0
7655749,57091,6,2020-08-10,6,2020-08-14,2020-09-03,14776.0
7655750,57089,4,2020-08-11,8,2020-08-15,2020-08-27,4708.8
7655751,57206,3,2020-08-11,5,2020-08-13,2020-08-24,13172.0
7655752,57216,6,2020-08-11,4,2020-08-17,2020-08-18,45144.0
7655753,57142,3,2020-08-12,2,2020-08-14,2020-08-31,1683.0
7655754,57193,3,2020-08-13,4,2020-08-22,2020-09-01,8411.0
7655755,57145,1,2020-08-13,6,2020-08-17,2020-08-18,5500.0
7655756,57169,5,2020-08-13,2,2020-08-19,2020-08-29,6888.0
7655757,57105,5,2020-08-13,6,2020-08-21,2020-09-08,6456.0
7655758,57111,4,2020-08-14,4,2020-08-24,2020-09-05,30122.1
7655759,57197,4,2020-08-14,3,2020-08-18,2020-09-01,41025.6
7655760,57203,3,2020-08-15,5,2020-08-20,2020-08-28,4670.0
7655761,57104,4,2020-08-15,8,2020-08-17,2020-08-21,24939.0
7655762,57119,4,2020-08-16,3,2020-08-20,2020-08-23,12996.9
7655763,57114,4,2020-08-16,3,2020-08-22,2020-08-27,24482.7
7655764,57159,4,2020-08-16,1,2020-08-18,2020-08-23,23553.0
7655765,57224,4,2020-08-16,2,2020-08-21,2020-09-02,5132.7
7655766,57219,3,2020-08-16,2,2020-08-20,2020-08-22,5745.0
7655767,57132,4,2020-08-17,4,2020-08-21,2020-09-04,5382.0
7655768,57217,4,2020-08-17,2,2020-08-24,2020-09-09,15947.1
7655769,57088,6,2020-08-17,3,2020-08-21,2020-09-10,18346.0
7655770,57202,3,2020-08-18,2,2020-08-28,2020-09-15,116661.0
7655771,57168,6,2020-08-18,1,2020-08-28,2020-09-02,6477.0
7655772,57162,4,2020-08-19,3,2020-08-24,2020-09-06,805.5
7655773,57142,4,2020-08-19,4,2020-08-26,2020-09-12,11611.8
7655774,57134,3,2020-08-19,1,2020-08-20,2020-09-02,4772.0
7655775,57136,4,2020-08-19,7,2020-08-21,2020-09-09,18753.3
7655776,57169,3,2020-08-19,7,2020-08-22,2020-09-09,16924.0
7655777,57220,5,2020-08-20,6,2020-08-25,2020-09-01,9264.0
7655778,57222,5,2020-08-20,2,2020-08-28,2020-08-30,9920.0
7655779,57234,4,2020-08-20,3,2020-08-28,2020-09-13,26818.2
7655780,57113,6,2020-08-21,8,2020-08-30,2020-08-31,38811.0
7655781,57109,3,2020-08-21,2,2020-08-31,2020-09-05,7560.0
7655782,57182,4,2020-08-21,1,2020-08-30,2020-09-16,13381.2
7655783,57116,6,2020-08-21,1,2020-08-29,2020-08-30,2226.0
7655784,57146,5,2020-08-22,3,2020-08-26,2020-09-01,4668.0
7655785,57221,6,2020-08-22,4,2020-08-30,2020-09-07,22430.0
7655786,57209,3,2020-08-23,5,2020-08-24,2020-09-08,4448.0
7655787,57186,3,2020-08-23,3,2020-08-27,2020-09-09,19646.0
7655788,57204,5,2020-08-23,4,2020-08-24,2020-08-30,18305.0
7655789,57100,4,2020-08-24,2,2020-09-03,2020-09-14,21366.9
7655790,57158,1,2020-08-24,8,2020-08-30,2020-09-11,5456.0
7655791,57086,4,2020-08-24,7,2020-09-01,2020-09-10,14926.5
7655792,57093,6,2020-08-25,8,2020-09-04,2020-09-07,48427.0
7655793,57176,4,2020-08-26,6,2020-08-27,2020-09-01,28390.5
7655794,57097,4,2020-08-27,3,2020-08-29,2020-09-02,5120.1
7655795,57118,4,2020-08-27,2,2020-09-06,2020-09-24,20182.5
7655796,57150,3,2020-08-27,3,2020-08-30,2020-09-06,26515.0
7655797,57136,4,2020-08-28,5,2020-09-04,2020-09-16,159.3
7655798,57198,6,2020-08-28,1,2020-09-07,2020-09-11,33854.0
7655799,57224,5,2020-08-28,1,2020-08-30,2020-09-14,19734.0
7655800,57216,4,2020-08-29,2,2020-09-07,2020-09-09,39142.8
7655801,57170,3,2020-08-29,5,2020-09-04,2020-09-18,1374.0
7655802,57172,4,2020-08-29,7,2020-09-04,2020-09-12,8710.2
7655803,57162,4,2020-08-29,6,2020-09-02,2020-09-20,31308.3
7655804,57221,2,2020-08-30,8,2020-09-04,2020-09-13,5481.0
7655805,57144,3,2020-08-31,6,2020-09-07,2020-09-08,14398.0
7655806,57180,4,2020-09-01,8,2020-09-02,2020-09-12,9342.9
7655807,57214,5,2020-09-01,2,2020-09-04,2020-09-12,13559.0
7655808,57134,4,2020-09-01,8,2020-09-05,2020-09-11,9702.0
7655809,57145,6,2020-09-01,6,2020-09-03,2020-09-16,9230.0
7655810,57206,4,2020-09-03,4,2020-09-12,2020-09-17,23310.0
7655811,57186,6,2020-09-03,4,2020-09-08,2020-09-21,13337.0
7655812,57219,4,2020-09-03,5,2020-09-04,2020-09-14,10210.5
7655813,57160,5,2020-09-03,8,2020-09-07,2020-09-11,24420.0
7655814,57124,6,2020-09-04,7,2020-09-14,2020-09-23,34827.0
7655815,57209,3,2020-09-04,5,2020-09-14,2020-09-28,39675.0
7655816,57108,5,2020-09-05,6,2020-09-10,2020-09-16,9148.0
7655817,57090,3,2020-09-05,1,2020-09-09,2020-09-15,11574.0
7655818,57198,3,2020-09-06,8,2020-09-14,2020-09-16,17031.0
7655819,57205,3,2020-09-07,4,2020-09-12,2020-09-20,6909.0
7655820,57243,4,2020-09-07,7,2020-09-12,2020-09-30,13526.1
7655821,57169,6,2020-09-07,2,2020-09-13,2020-09-26,7434.0
7655822,57215,5,2020-09-07,6,2020-09-12,2020-10-02,11765.0
7655823,57214,4,2020-09-07,2,2020-09-09,2020-09-14,2916.0
7655824,57099,4,2020-09-07,8,2020-09-11,2020-09-28,21739.5
7655825,57217,4,2020-09-08,3,2020-09-14,2020-10-04,22894.2
7655826,57238,4,2020-09-08,6,2020-09-18,2020-10-06,3418.2
7655827,57083,4,2020-09-08,5,2020-09-17,2020-10-07,19222.2
7655828,57238,4,2020-09-09,4,2020-09-15,2020-09-30,11293.2
7655829,57243,3,2020-09-10,6,2020-09-12,2020-09-16,750.0
7655830,57176,3,2020-09-11,1,2020-09-16,2020-10-02,12649.0
7655831,57151,4,2020-09-12,4,2020-09-15,2020-09-16,1552.5
7655832,57128,4,2020-09-12,1,2020-09-15,2020-09-22,14512.5
7655833,57092,3,2020-09-12,1,2020-09-17,2020-09-20,8101.0
7655834,57179,3,2020-09-12,8,2020-09-21,2020-09-26,16187.0
7655835,57120,4,2020-09-14,6,2020-09-15,2020-10-02,21522.6
7655836,57088,3,2020-09-14,3,2020-09-18,2020-09-26,9180.0
7655837,57144,6,2020-09-14,4,2020-09-16,2020-09-29,17978.0
7655838,57220,4,2020-09-14,1,2020-09-16,2020-10-04,7099.2
7655839,57159,4,2020-09-14,1,2020-09-20,2020-10-01,19010.7
7655840,57211,2,2020-09-14,5,2020-09-23,2020-09-28,18385.0
7655841,57211,4,2020-09-15,6,2020-09-22,2020-10-11,749.7
7655842,57160,4,2020-09-15,5,2020-09-16,2020-09-21,26463.6
7655843,57216,4,2020-09-16,3,2020-09-21,2020-09-27,6001.2
7655844,57181,4,2020-09-16,4,2020-09-25,2020-10-03,3970.8
7655845,57250,5,2020-09-16,5,2020-09-26,2020-10-04,4179.0
7655846,57114,4,2020-09-17,1,2020-09-27,2020-10-12,74206.8
7655847,57238,4,2020-09-17,6,2020-09-24,2020-09-29,15862.5
7655848,57215,6,2020-09-17,5,2020-09-24,2020-10-02,693.0
7655849,57117,4,2020-09-17,7,2020-09-18,2020-09-23,77931.9
7655850,57089,4,2020-09-17,6,2020-09-18,2020-10-03,9912.6
7655851,57212,3,2020-09-17,4,2020-09-18,2020-10-07,19583.0
7655852,57181,4,2020-09-17,1,2020-09-19,2020-09-30,25321.5
7655853,57092,4,2020-09-18,7,2020-09-20,2020-10-04,10412.1
7655854,57182,4,2020-09-18,3,2020-09-22,2020-09-25,31653.9
7655855,57126,3,2020-09-18,2,2020-09-27,2020-10-14,5687.0
7655856,57201,4,2020-09-18,5,2020-09-22,2020-09-23,14163.3
7655857,57135,5,2020-09-18,8,2020-09-20,2020-10-08,5256.0
7655858,57206,4,2020-09-18,1,2020-09-26,2020-09-29,30263.4
7655859,57258,6,2020-09-19,5,2020-09-24,2020-10-09,9686.0
7655860,57089,4,2020-09-19,3,2020-09-22,2020-10-05,51192.9
7655861,57144,6,2020-09-19,3,2020-09-29,2020-10-11,18123.0
7655862,57195,3,2020-09-21,3,2020-09-26,2020-10-04,9538.0
7655863,57132,3,2020-09-21,8,2020-09-26,2020-10-11,9570.0
7655864,57230,6,2020-09-21,6,2020-09-28,2020-10-04,22889.0
7655865,57259,5,2020-09-21,8,2020-09-29,2020-09-30,16637.0
7655866,57085,4,2020-09-22,1,2020-09-28,2020-09-30,4571.1
7655867,57198,5,2020-09-22,7,2020-09-30,2020-10-16,28080.0
7655868,57162,4,2020-09-22,7,2020-09-25,2020-10-02,16461.0
7655869,57100,4,2020-09-22,8,2020-09-26,2020-10-01,7380.9
7655870,57237,6,2020-09-22,7,2020-09-30,2020-10-20,20234.0
7655871,57257,4,2020-09-23,4,2020-09-25,2020-09-26,3469.5
7655872,57203,4,2020-09-23,4,2020-09-26,2020-10-07,19713.6
7655873,57260,5,2020-09-23,7,2020-09-25,2020-09-30,6582.0
7655874,57229,4,2020-09-24,7,2020-09-30,2020-10-10,8643.6
7655875,57203,4,2020-09-24,2,2020-09-26,2020-10-16,68614.2
7655876,57081,3,2020-09-24,7,2020-09-25,2020-10-01,44193.0
7655877,57130,4,2020-09-24,2,2020-09-28,2020-10-07,8316.9
7655878,57213,4,2020-09-25,1,2020-10-01,2020-10-05,19693.8
